4.9281,-2.6947,-0.92279,3,16
4.9768,-2.7213,-0.79718,3,17
4.983,-2.7247,-0.66415,8,18
5.9807,-3.2703,-0.63594,0,19
0.46169,-0.25245,-0.23428,7,5
0.47443,-0.25942,-0.22586,4,6
4.657,-2.5464,-2.0726,3,7
4.9964,-2.732,-2.0726,3,8
15.806,-8.643,0.41826,7,24
4.1894,-2.2908,-1.6134,1,9
20.178,-11.033,1.0724,9,25
4.1627,-2.2762,-1.4804,1,10
14.123,-7.7223,1.5017,4,27
17.455,-9.5446,2.3265,5,28
15.426,-8.4348,2.4709,1,29
18.157,-9.9285,3.4,7,30
4.2111,-2.3027,-0.90428,0,15
17.688,-9.6717,3.7982,4,31
4.9032,-2.6989,-0.91955,3,16
4.9876,-2.7453,-0.66578,7,18
4.4238,-2.435,-0.35311,0,20
0.45778,-0.25198,-0.23265,7,5
0.47532,-0.26163,-0.22663,5,6
4.6204,-2.5433,-2.0595,3,7
4.9953,-2.7496,-2.0754,4,8
15.809,-8.7016,0.41895,7,24
4.1913,-2.307,-1.6166,0,9
15.531,-8.549,0.82676,6,25
4.168,-2.2942,-1.4846,1,10
14.848,-8.1728,1.1852,1,26
19.19,-10.563,2.0436,7,27
13.123,-7.2235,1.7518,0,28
15.253,-8.3956,2.8605,4,30
4.1806,-2.3011,-0.8991,1,15
17.618,-9.6974,3.789,5,31
4.896,-2.7161,-0.91987,3,16
4.9185,-2.7286,-0.7905,8,17
4.9941,-2.7705,-0.66787,3,18
4.4244,-2.4545,-0.3538,0,20
0.45854,-0.25438,-0.23347,7,5
0.47768,-0.265,-0.22817,5,6
4.6299,-2.5685,-2.0675,3,7
4.9812,-2.7634,-2.0733,4,8
15.542,-8.622,0.41264,3,24
4.2085,-2.3347,-1.6262,0,9
15.812,-8.772,0.84325,9,25
4.1721,-2.3145,-1.4888,1,10
14.891,-8.2607,1.1907,6,26
19.57,-10.857,2.6171,2,28
15.729,-8.7259,2.5279,5,29
4.2124,-2.3369,-0.90762,0,15
17.755,-9.8501,3.8256,5,31
4.8734,-2.7203,-0.91695,3,16
4.9097,-2.7405,-0.79022,4,17
4.4511,-2.4846,-0.35646,0,20
0.46266,-0.25825,-0.23591,7,5
0.47698,-0.26625,-0.22817,5,6
4.602,-2.5688,-2.058,2,7
4.9592,-2.7682,-2.0672,3,8
15.503,-8.6539,0.41222,1,24
4.2073,-2.3485,-1.6281,0,9
15.13,-8.4453,0.80804,4,25
4.1827,-2.3348,-1.4947,1,10
15.52,-8.6634,1.2429,1,26
13.83,-7.7201,1.4777,1,27
14.568,-8.132,1.9511,2,28
15.68,-8.7525,2.5238,5,29
15.325,-8.5543,2.8835,6,30
4.2029,-2.346,-0.90688,0,15
15.48,-8.6407,3.3401,3,31
4.7173,-2.6516,-0.88907,2,16
4.8791,-2.7425,-0.78661,5,17
4.4367,-2.4938,-0.3559,0,20
0.4587,-0.25783,-0.23428,7,5
5.0505,-2.8389,-0.27018,0,21
0.48102,-0.27038,-0.23048,6,6
4.6074,-2.5898,-2.0639,3,7
4.9493,-2.782,-2.0665,4,8
17.405,-9.7835,0.46357,6,24
4.2069,-2.3647,-1.6307,0,9
4.1857,-2.3528,-1.4983,1,10
13.762,-7.7357,1.4729,2,27
18.574,-10.44,2.4917,7,28
15.521,-8.7243,2.5023,7,29
4.189,-2.3546,-0.90539,1,15
13.754,-7.7313,2.9728,1,31
4.2577,-2.4099,-0.80379,0,16
4.8537,-2.7472,-0.78382,5,17
4.4328,-2.509,-0.35618,0,20
0.46271,-0.26189,-0.23672,7,5
5.0421,-2.8538,-0.27018,0,21
0.47379,-0.26817,-0.2274,8,6
4.598,-2.6025,-2.0631,3,7
4.9296,-2.7902,-2.0617,3,8
17.345,-9.8173,0.46273,6,24
4.223,-2.3902,-1.6396,0,9
15.637,-8.8508,0.83794,4,25
4.2037,-2.3793,-1.5072,0,10
15.566,-8.8104,1.2507,4,26
13.746,-7.7804,1.4736,3,27
19.459,-11.014,2.6148,2,28
15.519,-8.784,2.5062,11,29
19.526,-11.052,3.6863,2,30
4.2128,-2.3845,-0.91206,0,15
4.2475,-2.4198,-0.80315,1,16
4.8305,-2.7519,-0.78132,5,17
4.8018,-2.7356,-0.64626,3,18
4.4101,-2.5124,-0.35492,0,20
0.46197,-0.26319,-0.23672,7,5
5.0081,-2.8531,-0.26879,0,21
0.47144,-0.26857,-0.22663,8,6
4.5908,-2.6153,-2.0631,2,7
4.9202,-2.803,-2.061,3,8
17.318,-9.8657,0.46273,6,24
4.2591,-2.4264,-1.6563,0,9
15.113,-8.6096,0.81111,2,25
4.197,-2.391,-1.5072,0,10
15.534,-8.8498,1.2502,6,26
15.351,-8.7455,2.0661,3,28
17.691,-10.078,2.8614,5,29
17.491,-9.9645,3.3073,6,30
4.2027,-2.3943,-0.91132,0,15
15.086,-8.5945,3.2713,4,31
4.2369,-2.4304,-0.8025,0,16
4.812,-2.7603,-0.77965,5,17
4.7799,-2.7419,-0.6444,4,18
4.4684,-2.5632,-0.36022,0,20
0.46436,-0.26637,-0.23835,7,5
4.9753,-2.854,-0.26748,0,21
0.47384,-0.27181,-0.22817,8,6
4.5797,-2.6271,-2.0617,2,7
4.9086,-2.8157,-2.0596,4,8
17.371,-9.9648,0.46496,2,24
4.2782,-2.4541,-1.6665,0,9
20.44,-11.725,1.0989,5,25
4.2247,-2.4234,-1.5198,0,10
15.216,-8.7281,1.2266,3,26
13.694,-7.8555,1.4729,3,27
19.244,-11.039,2.5943,8,28
17.635,-10.116,2.8572,6,29
17.458,-10.014,3.3066,6,30
4.2178,-2.4195,-0.91613,0,15
16.179,-9.2808,3.5142,6,31
4.2361,-2.4477,-0.80379,0,16
4.7896,-2.7675,-0.77742,5,17
4.7557,-2.7479,-0.64231,4,18
4.4258,-2.5573,-0.35743,0,20
0.46194,-0.26692,-0.23753,6,5
4.9248,-2.8456,-0.26525,0,21
0.47298,-0.2733,-0.22817,8,6
4.5666,-2.6387,-2.0595,2,7
4.8916,-2.8264,-2.0562,3,8
17.297,-9.9943,0.4638,6,24
4.2967,-2.4827,-1.6768,0,9
18.07,-10.441,0.97322,6,25
4.2071,-2.4309,-1.5162,0,10
15.183,-8.7729,1.2262,1,26
14.324,-8.2766,1.9346,4,28
15.11,-8.7305,2.4525,3,29
17.489,-10.106,3.3186,3,30
4.2102,-2.4327,-0.91613,0,15
14.244,-8.2303,3.0994,6,31
4.2194,-2.4528,-0.80185,0,16
4.7549,-2.7641,-0.77297,4,17
4.7348,-2.7524,-0.64046,4,18
4.7792,-2.7782,-0.51574,0,19
4.4312,-2.5759,-0.35841,0,20
0.46124,-0.26812,-0.23753,6,5
4.9277,-2.8645,-0.26581,0,21
0.46748,-0.27175,-0.22586,9,6
4.5533,-2.6469,-2.0566,2,7
4.8793,-2.8364,-2.0542,3,8
15.412,-8.9594,0.41389,1,24
4.3164,-2.5092,-1.687,1,9
17.445,-10.141,0.94099,6,25
4.2139,-2.4496,-1.5209,0,10
15.696,-9.1244,1.2696,1,26
18.156,-10.554,1.9593,7,27
14.797,-8.6016,2.0015,3,28
15.078,-8.7651,2.4511,2,29
17.753,-10.32,3.3737,6,30
4.2106,-2.4477,-0.91761,0,15
14.234,-8.2744,3.102,2,31
4.2381,-2.4795,-0.80671,0,16
4.7386,-2.7724,-0.77158,5,17
4.7134,-2.7576,-0.6386,4,18
4.7731,-2.7925,-0.51592,1,19
4.4188,-2.5852,-0.35799,0,20
0.45418,-0.26572,-0.23428,6,5
4.8886,-2.8601,-0.26413,0,21
0.47309,-0.27678,-0.22894,9,6
4.5475,-2.6605,-2.0573,2,7
4.8794,-2.8547,-2.0576,4,8
15.142,-8.859,0.4073,1,24
4.3142,-2.5241,-1.6889,0,9
14.695,-8.5975,0.79397,4,25
4.2285,-2.4739,-1.5287,0,10
15.328,-8.9678,1.2418,4,26
18.104,-10.592,1.9569,5,27
14.161,-8.2848,1.9186,1,28
17.635,-10.317,2.8714,5,29
15.167,-8.8737,2.887,4,30
4.2071,-2.4614,-0.91835,0,15
14.168,-8.2893,3.0928,3,31
4.2354,-2.4958,-0.80768,0,16
4.706,-2.7732,-0.76768,4,17
4.6739,-2.7542,-0.63442,3,18
4.7454,-2.7964,-0.51388,1,19
4.4468,-2.6204,-0.36092,0,20
0.46279,-0.27271,-0.23916,6,5
4.8487,-2.8572,-0.26245,0,21
0.47063,-0.27733,-0.22817,8,6
4.5327,-2.671,-2.0544,2,7
4.864,-2.8662,-2.0549,4,8
15.044,-8.8649,0.4054,4,24
4.3634,-2.5713,-1.7113,0,9
20.045,-11.812,1.085,5,25
4.1993,-2.4746,-1.5209,0,10
17.409,-10.258,1.8851,4,27
17.415,-10.263,2.3639,5,28
15.144,-8.9238,2.4703,4,29
14.947,-8.8081,2.8504,4,30
4.2095,-2.4806,-0.92058,0,15
15.001,-8.8397,3.2805,2,31
4.2335,-2.5107,-0.80866,0,16
4.6812,-2.7762,-0.7649,4,17
4.6508,-2.7581,-0.63232,3,18
4.7205,-2.7995,-0.51202,1,19
4.4514,-2.6399,-0.3619,0,20
0.45888,-0.27214,-0.23753,5,5
4.8475,-2.8748,-0.26282,0,21
0.46826,-0.2777,-0.2274,9,6
4.5428,-2.6941,-2.0624,2,7
4.8511,-2.8769,-2.0528,4,8
14.892,-8.8314,0.40196,3,24
5.3047,-3.146,-2.084,4,9
4.2433,-2.5165,-1.5394,0,10
17.351,-10.29,1.882,6,27
17.371,-10.302,2.3618,5,28
15.115,-8.964,2.4698,4,29
14.951,-8.8669,2.8559,2,30
4.2178,-2.5014,-0.92391,0,15
15.137,-8.9768,3.3157,4,31
4.2396,-2.5313,-0.81125,0,16
4.6525,-2.7779,-0.76156,4,17
4.6238,-2.7607,-0.62977,3,18
4.7002,-2.8063,-0.51072,0,19
0.4565,-0.27256,-0.23672,5,5
4.7995,-2.8656,-0.26068,0,21
0.47378,-0.28288,-0.23048,9,6
4.5204,-2.699,-2.0559,1,7
4.8345,-2.8865,-2.0494,5,8
18.649,-11.135,0.50428,6,24
5.2986,-3.1636,-2.0852,6,9
19.503,-11.645,1.0593,4,25
4.2489,-2.5369,-1.5442,0,10
19.467,-11.623,1.5854,3,26
17.27,-10.312,1.8766,5,27
16.991,-10.145,2.3142,6,28
16.763,-10.009,2.7439,9,29
16.833,-10.05,3.221,5,30
4.2222,-2.5209,-0.9265,0,15
14.567,-8.6972,3.1965,3,31
4.2372,-2.5469,-0.81222,0,16
4.6358,-2.7866,-0.76016,5,17
4.6037,-2.7673,-0.62814,7,18
4.6833,-2.8151,-0.50979,0,19
4.4237,-2.6591,-0.36092,0,20
0.45413,-0.27298,-0.23591,5,5
4.7756,-2.8706,-0.25984,0,21
0.46503,-0.27953,-0.22663,9,6
0.45667,-0.2745,-0.20806,1,7
4.8243,-2.8999,-2.0487,5,8
18.9,-11.361,0.51198,10,24
5.2778,-3.1725,-2.0808,7,9
4.2316,-2.5436,-1.5406,0,10
17.136,-10.3,1.3981,4,26
15.779,-9.4846,1.7176,10,27
16.949,-10.188,2.3126,4,28
16.876,-10.144,2.7673,5,29
13.241,-7.9591,2.5382,6,30
4.2332,-2.5446,-0.93057,0,15
14.699,-8.8356,3.2313,2,31
4.2233,-2.5547,-0.81093,0,16
4.6111,-2.7893,-0.75738,5,17
4.5926,-2.7781,-0.62768,8,18
4.4282,-2.6787,-0.3619,0,20
0.44711,-0.27046,-0.23265,5,5
4.7676,-2.8839,-0.25984,1,21
0.46582,-0.28178,-0.2274,9,6
0.4559,-0.27578,-0.20806,1,7
4.8162,-2.9133,-2.0487,4,8
5.2641,-3.1843,-2.0788,4,9
16.91,-10.229,0.92161,11,25
4.2555,-2.5742,-1.5519,0,10
17.027,-10.3,1.3915,6,26
15.751,-9.5276,1.7174,7,27
14.655,-8.8647,2.0029,3,28
18.024,-10.903,2.9605,8,29
13.222,-7.9981,2.5388,2,30
4.2328,-2.5604,-0.93206,0,15
14.848,-8.9814,3.2694,1,31
4.2195,-2.5685,-0.81158,0,16
4.5846,-2.7908,-0.75432,5,17
4.5933,-2.796,-0.62884,3,18
4.4633,-2.7169,-0.36538,0,20
0.4526,-0.27551,-0.23591,4,5
4.7236,-2.8754,-0.25789,1,21
0.46976,-0.28596,-0.22971,9,6
0.44717,-0.2722,-0.20442,1,7
4.816,-2.9317,-2.0521,5,8
15.047,-9.1593,0.40897,1,24
5.2471,-3.194,-2.0756,4,9
15.065,-9.1706,0.82248,4,25
4.2564,-2.591,-1.5549,0,10
15.741,-9.5819,1.7192,9,27
16.802,-10.228,2.7645,1,29
18.119,-11.029,3.4849,5,30
4.2357,-2.5784,-0.93428,0,15
18.33,-11.158,4.043,5,31
4.2169,-2.5841,-0.81255,0,16
4.5493,-2.7878,-0.74986,3,17
4.3619,-2.673,-0.47728,1,19
4.4433,-2.7229,-0.36441,0,20
0.44243,-0.27112,-0.23103,3,5
4.6827,-2.8696,-0.25612,1,21
0.47049,-0.28831,-0.23048,9,6
0.45748,-0.28034,-0.20951,2,7
4.7913,-2.9361,-2.0453,4,8
18.773,-11.504,0.51119,3,24
5.2311,-3.2056,-2.0731,4,9
16.84,-10.32,0.92105,11,25
4.2439,-2.6006,-1.5531,1,10
16.918,-10.367,1.3875,10,26
16.896,-10.354,1.8487,5,27
14.999,-9.1913,2.4723,3,29
13.223,-8.103,2.5479,1,30
4.2197,-2.5858,-0.93243,0,15
15.181,-9.3029,3.3546,6,31
4.2239,-2.6067,-0.81547,0,16
4.522,-2.7907,-0.7468,3,17
4.3603,-2.6909,-0.47802,1,19
4.4534,-2.7484,-0.36594,0,20
0.43691,-0.26963,-0.22859,3,5
4.6873,-2.8927,-0.25686,1,21
0.46487,-0.28688,-0.22817,8,6
